date,datetime,desc,img,link,media,title
1 month ago,2020-12-02 12:23:44.572790,"Another front-runner, Moderna, said on Monday that its vaccine, which uses similar technology, was 94.5 percent effective and that the company also expected ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.nytimes.com/2020/11/20/health/pfizer-covid-vaccine.html,The New York Times,Pfizer Applies for Emergency F.D.A. Approval for Covid-19 Vaccine
th · 1 month ago,2020-12-02 12:23:44.646586,"Moderna has said that its vaccine needs to be frozen too, but only at minus 20 Celsius, more like a regular freezer. Since there will be limited vaccine doses at first, ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.npr.org/sections/health-shots/2020/11/17/935563377/why-does-pfizers-covid-19-vaccine-need-to-be-kept-colder-than-antarctica,NPR,Why Moderna And Pfizer Vaccines Have Different Cold Storage Requirements : Shots - Health News
1 month ago,2020-12-02 12:23:44.648582,"The subject: preliminary data from Moderna's phase 3 trial of a Covid-19 vaccine, which found that the vaccine was about 95% effective at preventing the illness.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.forbes.com/sites/leahrosenbaum/2020/11/16/moderna-ceo-covid-19-vaccines-fantastic-results-mean-it-could-be-ready-next-month/,Forbes,Moderna CEO: Covid-19 Vaccine's 'Fantastic' Results Mean It Could Be Ready Next Month
1 month ago,2020-12-02 12:23:44.651567,How do the Pfizer-BioNTech and Moderna vaccines work? The first vaccine authorized in the United States was developed by pharmaceutical giant Pfizer and ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.washingtonpost.com/health/interactive/2020/covid-vaccines-what-you-need-to-know/,Washington Post,"Your questions about coronavirus vaccines, answered"
1 month ago,2020-12-02 12:23:44.653607,"The Moderna vaccine reduced the risk of Covid-19 infection by 94.5%. There were 95 cases of infection among patients in the company's 30,000-patient study.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.statnews.com/2020/11/16/modernas-covid-19-vaccine-is-strongly-effective-early-look-at-data-show/,STAT,"Moderna's Covid-19 vaccine is strongly effective, early look at ..."
1 month ago,2020-12-02 12:23:44.655528,"Moderna, the biotech company that last week announced the results of its COVID-19 vaccine, will apply with the Food and Drug Administration for an emergency ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.businessinsider.com/moderna-emergency-use-authorization-vaccine-2020-11,Business Insider,Slaoui: Moderna to seek an emergency use authorization for vaccine - Business Insider
1 month ago,2020-12-02 12:23:44.657601,Biotech company Moderna applied Monday for an emergency use authorization from the U.S. Food and Drug Administration after receiving more good news ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.usatoday.com/story/news/health/2020/11/30/moderna-emergency-fda-authorization-covid-19-vaccine-pfizer/6376336002/,USA TODAY,Moderna becomes second company to request emergency FDA authorization for COVID-19 vaccine candidate
1 month ago,2020-12-02 12:23:44.658595,"The biotech company Moderna Inc. said Monday that its experimental vaccine was 94.5% effective in preventing disease, according to an analysis of its clinical ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.npr.org/sections/health-shots/2020/11/16/935239294/modernas-covid-19-vaccine-shines-in-clinical-trial,NPR,"Moderna's Coronavirus Vaccine Nearly 95% Effective, Analysis Finds : Shots - Health News"
1 month ago,2020-12-02 12:23:44.660592,Moderna has said it could potentially produce 1bn doses of the vaccine by the end of 2021 and is applying for Emergency Use Authorization (EUA) with the US ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.theguardian.com/music/2020/nov/17/dolly-parton-partly-funded-moderna-covid-vaccine-research,The Guardian,Dolly Parton partly funded Moderna Covid vaccine research
1 month ago,2020-12-02 12:23:44.662583,Pharmaceutical firms Pfizer and Moderna declared recently that their vaccine candidates have shown success in late-stage trials. Moderna claimed that its ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.livemint.com/science/news/india-s-covaxin-to-pfizer-oxford-moderna-latest-updates-about-covid-vaccines-11605841209031.html,Livemint,"India's Covaxin to Pfizer, Oxford, Moderna: Latest updates about Covid vaccines"
1 month ago,2020-12-02 12:23:47.146675,Moderna's COVID-19 Vaccine Is 94.5% Effective. Here's What That Really Means. Getty Images/AFP.,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://time.com/5912491/moderna-covid-19-vaccine-effectiveness/,TIME,Moderna’s COVID-19 Vaccine Is 94.5% Effective. Here’s What That Really Means
1 month ago,2020-12-02 12:23:47.148656,"With Moderna now, this is the sixth contract we have with a pharmaceutical company for our COVID-19 vaccine portfolio. We are working on yet another one.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://ec.europa.eu/commission/presscorner/detail/en/statement_20_2199,,Statement by the President on Moderna
1 month ago,2020-12-02 12:23:47.152622,The European Union has agreed a deal with Moderna for up to 160 million doses of its mRNA COVID-19 vaccine candidate. The agreement covers a supply of ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.biopharma-reporter.com/Article/2020/11/24/Europe-makes-deal-with-Moderna-for-160-million-doses-of-COVID-19-vaccine,BioPharma-Reporter.com,Europe makes deal with Moderna for 160 million doses of ...
