date,datetime,desc,img,link,media,title
"Apr 29, 2020",2020-04-29 00:00:00.000000,"Pfizer and Germany-based BioNTech are collaborating on a messenger RNA vaccine against SARS-CoV-2, the novel coronavirus that causes COVID-19.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.biospace.com/article/pfizer-and-biontech-to-launch-covid-19-vaccine-in-us-next-week/,BioSpace,Pfizer and BioNTech Plan to Initiate US COVID-19 Vaccine Trial Next Week
"Apr 29, 2020",2020-04-29 00:00:00.000000,"Pfizer said it plans to run a U.S. study of BNT162 upon regulatory approval, “which is expected shortly.” The full dose escalation portion of the phase 1/2 trial will ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercebiotech.com/biotech/pfizer-biontech-pfizer-finish-dosing-covid-19-vax-test-emergency-use-could-start-fall,FierceBiotech,"Pfizer, BioNTech finish dosing in COVID-19 vax test ..."
"Apr 29, 2020",2020-04-29 00:00:00.000000,The pharmaceutical giant Pfizer said Tuesday that a new coronavirus vaccine could be tested as early as next week — with the potential for emergency use by ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://nypost.com/2020/04/29/pfizer-coronavirus-vaccine-could-be-ready-for-emergency-use-this-fall/,New York Post,Pfizer coronavirus vaccine could be ready for emergency use by this fall
"Apr 22, 2020",2020-04-22 00:00:00.000000,"BioNTech and Pfizer are jointly developing BNT162. The trial is the first clinical trial of a COVID-19 vaccine candidate to start in Germany, and is part of a global ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.globenewswire.com/news-release/2020/04/22/2019785/0/en/BioNTech-and-Pfizer-announce-regulatory-approval-from-German-authority-Paul-Ehrlich-Institut-to-commence-first-clinical-trial-of-COVID-19-vaccine-candidates.html,GlobeNewswire,BioNTech and Pfizer announce regulatory approval from ...
"Apr 22, 2020",2020-04-22 00:00:00.000000,Pfizer chief Albert Bourla said he looks forward to the start of a U.S. trial of an experimental mRNA vaccine for COVID-19 in the near future. (Pfizer).,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercebiotech.com/biotech/pfizer-and-new-partner-biontech-nab-approval-to-start-closely-watched-covid-19-vax-trial,FierceBiotech,Pfizer and new partner BioNTech nab approval to start closely ...
"Apr 22, 2020",2020-04-22 00:00:00.000000,"Pfizer Inc. and BioNTech SE secured approval for Germany's first human clinical trials of a possible coronavirus vaccine, entering a global race to develop a ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.bloomberg.com/news/articles/2020-04-22/pfizer-biontech-coronavirus-vaccine-trial-to-start-in-germany,Bloomberg,"Pfizer, BioNTech Covid Vaccine Cleared for Human Tests"
"Apr 9, 2020",2020-04-09 00:00:00.000000,"The collaboration will leverage Pfizer's broad expertise in vaccine research and development, regulatory capabilities, and global manufacturing and distribution ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.globenewswire.com/news-release/2020/04/09/2014250/0/en/Pfizer-and-BioNTech-Announce-Further-Details-on-Collaboration-to-Accelerate-Global-COVID-19-Vaccine-Development.html,GlobeNewswire,Pfizer and BioNTech Announce Further Details on ...
"Apr 1, 2020",2020-04-01 00:00:00.000000,"Pfizer has created a new Global COVID-19 Medical Service Program that empowers medical colleagues to provide diagnostic, treatment, and public health ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.businesswire.com/news/home/20200401005708/en/Medical-Professionals-Across-Merck-Co.-Inc.-Pfizer-Inc.-and-Eli-Lilly-and-Company-Activate-to-Support-Health-Systems-First-Responders-and-Patients-Amid-COVID-19-Pandemic,Business Wire,"Medical Professionals Across Merck & Co., Inc., Pfizer Inc ..."
"Apr 28, 2020",2020-04-28 00:00:00.000000,"Pfizer (ticker: PFE) reported first-quarter earnings of 80 cents per share, beating the S&P Capital IQ Consensus estimate of 71 cents. The company reported ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.barrons.com/articles/pfizer-merck-earnings-stocks-guidance-51588079661,Barron's,Pfizer and Merck Earnings Were Good. Their Stocks Are Going In Opposite Directions.
"Apr 9, 2020",2020-04-09 00:00:00.000000,"When Pfizer shelled out $11.4 billion for Array BioPharma last year, it pointed to early data showing that Array's BRAF inhibitor Braftovi, its anti-MEK drug ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercepharma.com/pharma/pfizer-scores-fda-nod-for-braftovi-duo-colon-cancer-as-investors-await-more-lucrative,FiercePharma,Pfizer scores FDA nod for Braftovi duo in colon cancer as ...
"Apr 30, 2020",2020-04-30 00:00:00.000000,"“As both a research company, and a manufacturer of pediatric and adult vaccines including a vaccine for tick-borne encephalitis in Europe, we believe that Pfizer's ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.globenewswire.com/news-release/2020/04/30/2024811/0/en/Valneva-and-Pfizer-Announce-Collaboration-to-Co-Develop-and-Commercialize-Lyme-Disease-Vaccine-VLA15.html,,Valneva and Pfizer Announce Collaboration to Co-Develop ...
"Apr 30, 2020",2020-04-30 00:00:00.000000,"Pfizer clearly sees much bigger potential, having laid out $130m up front to co-develop and sell the asset, sending Valneva's stock up 30% today. VLA15 is the ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.evaluate.com/vantage/articles/news/snippets/pfizer-pays-top-dollar-slice-lyme,Vantage,Pfizer pays top dollar for a slice of Lyme
"Apr 30, 2020",2020-04-30 00:00:00.000000,Pfizer and Valneva have agreed to an up-to $308 million deal on the French biotech's Lyme disease vaccine. The deal includes a $130 million upfront payment ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://endpts.com/amid-covid-19-hunt-pfizer-adds-lyme-disease-vaccine-in-308m-deal-with-valneva/,,"Amid Covid-19 hunt, Pfizer adds Lyme disease vaccine in ..."
"Apr 23, 2020",2020-04-23 00:00:00.000000,EU flag. The generics merger between Mylan and Pfizer's Upjohn unit has won European antitrust clearance after product sell-offs. (MPD01605/CC BY-SA 2.0).,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercepharma.com/pharma/merger-mylan-and-pfizer-s-upjohn-wins-eu-nod-product-sell-off-agreement,FiercePharma,Merger of Mylan and Pfizer's Upjohn wins EU nod with product ...
"Apr 9, 2020",2020-04-09 00:00:00.000000,EMD Serono and Pfizer Receive US FDA Breakthrough Therapy Designation and Submit Application for BAVENCIO® for First-Line Maintenance Treatment of ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.prnewswire.com/news-releases/emd-serono-and-pfizer-receive-us-fda-breakthrough-therapy-designation-and-submit-application-for-bavencio-for-first-line-maintenance-treatment-of-locally-advanced-or-metastatic-urothelial-carcinoma-301037913.html,PRNewswire,EMD Serono and Pfizer Receive US FDA Breakthrough ...
