date,compound,positive,negative,neutral
2/12/2020,-0.0772,0.082,0.127,0.79
2/12/2020,0,0,0,1
2/12/2020,0,0,0,1
2/12/2020,0,0,0,1
2/12/2020,0.6486,0.238,0,0.762
2/13/2020,0,0,0,1
2/13/2020,0.7003,0.244,0,0.756
2/13/2020,-0.6597,0,0.252,0.748
2/13/2020,0.4588,0.185,0.086,0.728
2/13/2020,-0.7579,0,0.236,0.764
2/13/2020,0,0,0,1
2/13/2020,-0.3818,0,0.098,0.902
2/13/2020,0.4215,0.141,0,0.859
2/13/2020,0.4767,0.128,0,0.872
2/14/2020,0,0,0,1
2/14/2020,0,0,0,1
2/14/2020,0,0,0,1
2/14/2020,0.4767,0.119,0,0.881
2/15/2020,0,0,0,1
2/16/2020,0,0,0,1
2/16/2020,0,0,0,1
2/17/2020,0,0,0,1
2/17/2020,0,0,0,1
2/18/2020,0,0,0,1
2/18/2020,-0.2732,0.051,0.093,0.856
2/18/2020,0.4019,0.097,0,0.903
2/18/2020,0,0,0,1
2/18/2020,0,0,0,1
2/18/2020,0.5719,0.198,0,0.802
2/18/2020,0,0,0,1
2/19/2020,0,0,0,1
2/19/2020,-0.9578,0,0.499,0.501
2/19/2020,0.4588,0.115,0,0.885
2/19/2020,0,0,0,1
2/19/2020,0,0,0,1
2/19/2020,0.4019,0.137,0,0.863
2/19/2020,0,0,0,1
2/19/2020,0,0.179,0.179,0.642
2/20/2020,0.4019,0.114,0,0.886
2/20/2020,0.2023,0.101,0,0.899
2/20/2020,0,0,0,1
2/20/2020,0,0,0,1
2/20/2020,0.6124,0.172,0,0.828
2/20/2020,0.5423,0.176,0,0.824
2/20/2020,-0.6486,0,0.202,0.798
2/21/2020,0,0,0,1
2/21/2020,0,0,0,1
2/21/2020,0,0,0,1
2/21/2020,0.4404,0.108,0,0.892
2/21/2020,0,0,0,1
2/21/2020,0,0,0,1
2/21/2020,0.7003,0.225,0,0.775
2/21/2020,0,0,0,1
2/21/2020,0.4574,0.115,0,0.885
2/21/2020,0,0,0,1
2/21/2020,0.6486,0.238,0,0.762
2/21/2020,0.7717,0.242,0,0.758
2/22/2020,0,0,0,1
2/22/2020,0,0,0,1
2/22/2020,0.8316,0.286,0,0.714
2/23/2020,0.5719,0.164,0,0.836
2/23/2020,0.7003,0.225,0,0.775
2/23/2020,0,0,0,1
2/23/2020,0.4019,0.124,0,0.876
2/24/2020,0,0,0,1
2/24/2020,0.4648,0.144,0,0.856
2/24/2020,0,0,0,1
2/24/2020,0,0,0,1
2/24/2020,0.4939,0.132,0,0.868
2/24/2020,0.4019,0.094,0,0.906
2/24/2020,0.3182,0.091,0,0.909
2/24/2020,0.7003,0.225,0,0.775
2/24/2020,-0.0258,0.092,0.096,0.812
2/25/2020,-0.3612,0,0.102,0.898
2/25/2020,-0.25,0.064,0.102,0.833
2/25/2020,0.296,0.081,0,0.919
2/25/2020,0,0,0,1
2/25/2020,0,0,0,1
2/25/2020,0,0,0,1
2/25/2020,0.3612,0.091,0,0.909
2/25/2020,0,0,0,1
2/25/2020,0,0,0,1
2/25/2020,-0.0772,0,0.064,0.936
2/25/2020,0,0,0,1
2/25/2020,0.296,0.095,0,0.905
2/25/2020,0.2732,0.084,0,0.916
2/25/2020,0,0,0,1
2/25/2020,0,0,0,1
2/25/2020,0,0,0,1
2/25/2020,0.4019,0.097,0,0.903
2/25/2020,0,0,0,1
2/25/2020,-0.8074,0,0.342,0.658
2/25/2020,0.3612,0.082,0,0.918
2/25/2020,0,0,0,1
2/25/2020,0.4215,0.104,0,0.896
2/25/2020,0.4215,0.104,0,0.896
2/26/2020,0.6124,0.161,0,0.839
2/26/2020,0.5267,0.124,0,0.876
2/26/2020,0.8126,0.268,0,0.732
2/26/2020,-0.0516,0.094,0.1,0.806
2/26/2020,0.296,0.081,0,0.919
2/26/2020,0,0,0,1
2/26/2020,0.2732,0.1,0,0.9
2/26/2020,0.6705,0.193,0,0.807
2/26/2020,0,0,0,1
2/26/2020,-0.1779,0.075,0.102,0.824
2/26/2020,-0.0258,0.092,0.096,0.812
2/26/2020,0.4019,0.172,0.084,0.744
2/26/2020,0,0,0,1
2/26/2020,-0.4404,0.188,0.279,0.533
2/26/2020,-0.4404,0.188,0.279,0.533
2/27/2020,0.5859,0.161,0,0.839
2/27/2020,0.6249,0.169,0,0.831
2/27/2020,0.0258,0.041,0,0.959
2/27/2020,0.3612,0.094,0,0.906
2/27/2020,0.4939,0.118,0,0.882
2/27/2020,0,0,0,1
2/27/2020,0.8779,0.272,0,0.728
2/27/2020,0.6124,0.167,0,0.833
2/27/2020,0,0,0,1
2/27/2020,0,0,0,1
2/27/2020,0,0,0,1
2/27/2020,0.4019,0.13,0,0.87
2/27/2020,0.4767,0.124,0,0.876
2/27/2020,0,0,0,1
2/27/2020,0,0,0,1
2/27/2020,0,0,0,1
2/27/2020,0.5719,0.198,0,0.802
2/27/2020,0,0,0,1
2/27/2020,0.296,0.081,0,0.919
2/27/2020,0,0,0,1
2/27/2020,0,0,0,1
2/28/2020,0,0,0,1
2/28/2020,0,0,0,1
2/28/2020,0,0,0,1
2/28/2020,0.3182,0.103,0,0.897
2/28/2020,0.7906,0.267,0,0.733
2/28/2020,0,0,0,1
2/28/2020,0,0,0,1
2/28/2020,0.4939,0.163,0.054,0.782
2/28/2020,0,0,0,1
2/28/2020,0.3612,0.091,0,0.909
2/28/2020,0.296,0.095,0,0.905
2/28/2020,0,0,0,1
2/29/2020,0.4939,0.127,0,0.873
2/29/2020,0,0,0,1
2/29/2020,0.6597,0.221,0,0.779
2/29/2020,-0.1531,0,0.062,0.938
2/29/2020,0.7351,0.228,0,0.772
2/29/2020,0,0,0,1
3/1/2020,0.3182,0.099,0,0.901
3/2/2020,0,0,0,1
3/2/2020,0,0,0,1
3/2/2020,0.25,0.083,0,0.917
3/2/2020,0,0,0,1
3/2/2020,0.5657,0.109,0,0.891
3/2/2020,0.3612,0.088,0,0.912
3/2/2020,0.7845,0.266,0,0.734
3/3/2020,0,0,0,1
3/3/2020,0.7906,0.25,0,0.75
3/3/2020,0.3612,0.094,0,0.906
3/3/2020,0,0,0,1
3/3/2020,0,0,0,1
3/3/2020,0,0,0,1
3/3/2020,0,0,0,1
3/3/2020,0.25,0.074,0,0.926
3/4/2020,0,0,0,1
3/4/2020,0,0,0,1
3/4/2020,0.4278,0.15,0,0.85
3/4/2020,0,0,0,1
3/4/2020,0,0,0,1
3/4/2020,0,0,0,1
3/4/2020,0,0,0,1
3/4/2020,0.7906,0.242,0,0.758
3/5/2020,0,0,0,1
3/5/2020,0.4019,0.114,0,0.886
3/5/2020,0,0,0,1
3/5/2020,0,0,0,1
3/5/2020,0,0,0,1
3/5/2020,0.2023,0.076,0,0.924
3/5/2020,0.3612,0.094,0,0.906
3/5/2020,0.5233,0.111,0,0.889
3/5/2020,0,0,0,1
3/5/2020,0,0,0,1
3/5/2020,0,0,0,1
3/5/2020,-0.4404,0.188,0.279,0.533
3/5/2020,-0.5499,0,0.145,0.855
3/6/2020,0,0,0,1
3/6/2020,0.5267,0.173,0,0.827
3/6/2020,0,0,0,1
3/6/2020,0,0,0,1
3/6/2020,0.316,0.124,0.08,0.796
3/6/2020,-0.3818,0,0.098,0.902
3/6/2020,0,0,0,1
3/6/2020,-0.6124,0,0.179,0.821
3/6/2020,0,0,0,1
3/6/2020,0.5719,0.15,0,0.85
3/6/2020,0,0,0,1
3/6/2020,0.5859,0.123,0,0.877
3/7/2020,0,0,0,1
3/7/2020,0.6908,0.231,0,0.769
3/8/2020,0.4215,0.094,0,0.906
3/8/2020,0,0,0,1
3/8/2020,0,0,0,1
3/8/2020,0.2732,0.11,0,0.89
3/9/2020,0,0,0,1
3/9/2020,0,0,0,1
3/9/2020,0,0,0,1
3/9/2020,0,0,0,1
3/9/2020,-0.6249,0,0.157,0.843
3/9/2020,0,0,0,1
3/9/2020,0,0,0,1
3/9/2020,-0.296,0.097,0.208,0.694
3/9/2020,0.4019,0.109,0,0.891
3/9/2020,0,0,0,1
3/10/2020,0,0,0,1
3/10/2020,0,0,0,1
3/10/2020,0,0,0,1
3/10/2020,-0.8225,0,0.324,0.676
3/10/2020,0,0,0,1
3/11/2020,-0.3182,0,0.073,0.927
3/11/2020,0,0,0,1
3/11/2020,0.5106,0.209,0,0.791
3/11/2020,0.5859,0.261,0.156,0.583
3/11/2020,0,0,0,1
3/11/2020,0,0,0,1
3/11/2020,0.8316,0.286,0,0.714
3/11/2020,0.8316,0.286,0,0.714
3/12/2020,0,0,0,1
3/12/2020,0,0,0,1
3/12/2020,0,0,0,1
3/12/2020,0.6486,0.227,0,0.773
3/12/2020,0.0516,0.098,0.089,0.813
3/13/2020,0.5994,0.182,0,0.818
3/13/2020,0,0,0,1
3/13/2020,0,0,0,1
3/13/2020,0,0,0,1
3/13/2020,-0.4824,0,0.115,0.885
3/13/2020,0,0,0,1
3/14/2020,0,0,0,1
3/14/2020,0.4019,0.091,0,0.909
3/14/2020,0,0,0,1
3/14/2020,0.6808,0.219,0,0.781
3/15/2020,0.8074,0.226,0,0.774
3/15/2020,0.4939,0.132,0,0.868
3/15/2020,0.368,0.22,0,0.78
3/15/2020,0,0,0,1
3/16/2020,0.296,0.075,0,0.925
3/16/2020,0,0,0,1
3/16/2020,0,0,0,1
3/16/2020,0,0,0,1
3/16/2020,0,0,0,1
3/16/2020,0.5719,0.144,0,0.856
3/16/2020,0.2144,0.069,0,0.931
3/16/2020,0.25,0.087,0,0.913
3/16/2020,0,0,0,1
3/16/2020,0.4939,0.139,0,0.861
3/16/2020,0,0,0,1
3/16/2020,0,0,0,1
3/16/2020,0,0,0,1
3/16/2020,0,0,0,1
3/16/2020,-0.3182,0,0.099,0.901
3/16/2020,0.25,0.067,0,0.933
3/16/2020,0,0,0,1
3/16/2020,0.3612,0.172,0.088,0.741
3/16/2020,0,0,0,1
3/16/2020,0.3612,0.098,0,0.902
3/16/2020,0,0,0,1
3/16/2020,0.2732,0.095,0,0.905
3/16/2020,0,0,0,1
3/17/2020,0,0,0,1
3/17/2020,0,0,0,1
3/17/2020,0,0,0,1
3/17/2020,-0.296,0,0.091,0.909
3/17/2020,0,0,0,1
3/17/2020,-0.3818,0,0.106,0.894
3/17/2020,-0.1779,0,0.061,0.939
3/17/2020,0.2975,0.099,0.056,0.845
3/17/2020,0,0,0,1
3/17/2020,0,0,0,1
3/17/2020,0,0,0,1
3/17/2020,0.5574,0.155,0,0.845
3/17/2020,-0.4215,0,0.113,0.887
3/17/2020,0.4939,0.127,0,0.873
3/17/2020,0,0,0,1
3/18/2020,0.3182,0.113,0,0.887
3/18/2020,0.5106,0.109,0,0.891
3/18/2020,-0.2023,0.17,0.163,0.667
3/18/2020,0,0,0,1
3/18/2020,0,0,0,1
3/18/2020,0,0,0,1
3/18/2020,0,0,0,1
3/18/2020,0.5719,0.158,0,0.842
3/18/2020,0,0,0,1
3/18/2020,0,0,0,1
3/18/2020,0.2263,0.166,0.096,0.738
3/18/2020,-0.4767,0,0.162,0.838
3/18/2020,-0.5423,0,0.176,0.824
3/18/2020,0,0,0,1
3/18/2020,0.368,0.24,0,0.76
3/18/2020,-0.3818,0,0.115,0.885
3/18/2020,0.4404,0.1,0,0.9
3/18/2020,0.2382,0.065,0,0.935
3/19/2020,0.2732,0.084,0,0.916
3/19/2020,0.4019,0.105,0,0.895
3/19/2020,0.6476,0.147,0,0.853
3/19/2020,0,0,0,1
3/19/2020,0.3182,0.099,0,0.901
3/19/2020,0.4404,0.112,0,0.888
3/19/2020,0,0,0,1
3/19/2020,0,0,0,1
3/19/2020,-0.296,0.097,0.208,0.694
3/19/2020,0,0,0,1
3/19/2020,0.368,0.24,0,0.76
3/19/2020,-0.0258,0.113,0.118,0.769
3/19/2020,0.368,0.24,0,0.76
3/19/2020,-0.0516,0,0.052,0.948
3/19/2020,0.7003,0.182,0,0.818
3/19/2020,0.3612,0.102,0,0.898
3/19/2020,-0.34,0,0.13,0.87
3/19/2020,0,0,0,1
3/19/2020,0,0,0,1
3/20/2020,0.3182,0.091,0,0.909
3/20/2020,-0.4404,0,0.127,0.873
3/20/2020,0,0,0,1
3/20/2020,0,0,0,1
3/20/2020,0,0,0,1
3/20/2020,0.7003,0.255,0.055,0.69
3/20/2020,0,0,0,1
3/20/2020,-0.3818,0,0.115,0.885
3/20/2020,0.2023,0.07,0,0.93
3/20/2020,0,0,0,1
3/20/2020,0,0,0,1
3/20/2020,0.1027,0.055,0,0.945
3/20/2020,-0.7269,0.088,0.281,0.631
3/21/2020,0,0,0,1
3/21/2020,0.0433,0.084,0.078,0.838
3/21/2020,0,0,0,1
3/21/2020,0.3182,0.091,0,0.909
3/21/2020,0,0,0,1
3/21/2020,0,0,0,1
3/21/2020,-0.7184,0,0.24,0.76
3/21/2020,0,0,0,1
3/22/2020,0,0,0,1
3/22/2020,0.0258,0.042,0,0.958
3/22/2020,-0.5859,0.123,0.205,0.673
3/22/2020,0,0,0,1
3/22/2020,-0.4824,0,0.115,0.885
3/23/2020,0.3182,0.091,0,0.909
3/23/2020,0.7783,0.214,0,0.786
3/23/2020,0.3182,0.099,0,0.901
3/23/2020,0.5719,0.15,0,0.85
3/23/2020,-0.1779,0.075,0.102,0.824
3/23/2020,0,0,0,1
3/24/2020,0.3612,0.098,0,0.902
3/24/2020,0.6249,0.234,0,0.766
3/24/2020,0.5106,0.158,0,0.842
3/24/2020,0,0,0,1
3/24/2020,0,0,0,1
3/24/2020,0,0,0,1
3/24/2020,0.5719,0.15,0,0.85
3/24/2020,0,0,0,1
3/24/2020,0,0,0,1
3/25/2020,0,0,0,1
3/25/2020,0,0,0,1
3/25/2020,0.5719,0.15,0,0.85
3/25/2020,0,0,0,1
3/25/2020,0.5106,0.193,0,0.807
3/25/2020,0.5719,0.183,0,0.817
3/25/2020,-0.296,0,0.145,0.855
3/26/2020,0.3182,0.078,0,0.922
3/26/2020,0,0,0,1
3/26/2020,0.1901,0.14,0.115,0.745
3/26/2020,0.4215,0.113,0,0.887
3/26/2020,0.5859,0.179,0,0.821
3/26/2020,0,0,0,1
3/26/2020,0,0,0,1
3/26/2020,0,0,0,1
3/26/2020,-0.6369,0,0.228,0.772
3/26/2020,0,0,0,1
3/27/2020,0,0,0,1
3/27/2020,0,0,0,1
3/27/2020,0.4939,0.127,0,0.873
3/27/2020,0,0,0,1
3/27/2020,0,0,0,1
3/27/2020,0,0,0,1
3/27/2020,-0.7184,0,0.259,0.741
3/28/2020,0.4215,0.104,0,0.896
3/28/2020,0,0,0,1
3/28/2020,0,0,0,1
3/29/2020,0,0,0,1
3/29/2020,0.3612,0.106,0,0.894
3/30/2020,0,0,0,1
3/30/2020,0,0,0,1
3/30/2020,0,0,0,1
3/30/2020,-0.4215,0,0.094,0.906
3/30/2020,0,0,0,1
3/30/2020,0,0,0,1
3/31/2020,0,0,0,1
3/31/2020,0,0,0,1
3/31/2020,0.4215,0.109,0,0.891
3/31/2020,0.6597,0.197,0,0.803
3/31/2020,0.4019,0.094,0,0.906
3/31/2020,0,0,0,1
3/31/2020,0.4588,0.115,0,0.885
3/31/2020,0.3167,0.084,0,0.916
3/31/2020,0,0,0,1
3/31/2020,-0.3818,0.128,0.232,0.64
3/31/2020,-0.3612,0,0.241,0.759
4/1/2020,0.6249,0.132,0,0.868
4/1/2020,0,0,0,1
4/1/2020,0.4215,0.118,0,0.882
4/1/2020,-0.128,0,0.091,0.909
4/1/2020,0,0,0,1
4/1/2020,0.4019,0.097,0,0.903
4/1/2020,0.5346,0.151,0,0.849
4/1/2020,0,0,0,1
4/1/2020,0,0,0,1
4/1/2020,0,0,0,1
4/2/2020,0.1027,0.065,0,0.935
4/2/2020,0.0258,0.044,0,0.956
4/2/2020,0,0,0,1
4/2/2020,0,0,0,1
4/2/2020,0,0,0,1
4/3/2020,0.296,0.095,0,0.905
4/3/2020,0,0,0,1
4/4/2020,0,0,0,1
4/4/2020,0.3182,0.084,0,0.916
4/5/2020,-0.1531,0.075,0.098,0.827
4/6/2020,0.128,0.064,0,0.936
4/6/2020,0,0,0,1
4/6/2020,0,0,0,1
4/6/2020,-0.765,0,0.216,0.784
4/6/2020,-0.296,0,0.109,0.891
4/6/2020,-0.296,0,0.109,0.891
4/7/2020,0,0,0,1
4/7/2020,-0.0951,0,0.061,0.939
4/7/2020,0.2263,0.11,0.084,0.806
4/7/2020,0.4404,0.146,0,0.854
4/7/2020,0,0,0,1
4/7/2020,0,0,0,1
4/8/2020,0,0,0,1
4/8/2020,0,0,0,1
4/9/2020,0.4404,0.139,0,0.861
4/9/2020,0,0,0,1
4/9/2020,0,0,0,1
4/9/2020,0,0,0,1
4/10/2020,0,0,0,1
4/10/2020,0.5106,0.117,0,0.883
4/10/2020,0,0,0,1
4/11/2020,0,0,0,1
4/11/2020,0,0,0,1
4/11/2020,0,0,0,1
4/12/2020,0,0,0,1
4/12/2020,0,0,0,1
4/12/2020,0,0,0,1
4/13/2020,-0.886,0,0.401,0.599
4/13/2020,-0.886,0,0.401,0.599
4/14/2020,0,0,0,1
4/14/2020,0.34,0.094,0,0.906
4/14/2020,0,0,0,1
4/15/2020,0,0,0,1
4/15/2020,0.6124,0.172,0,0.828
4/15/2020,0,0,0,1
4/15/2020,0,0,0,1
4/15/2020,0,0,0,1
4/15/2020,0,0,0,1
4/16/2020,0,0,0,1
4/16/2020,0.2732,0.07,0,0.93
4/16/2020,-0.128,0,0.057,0.943
4/16/2020,0.25,0.067,0,0.933
4/16/2020,0,0,0,1
4/16/2020,0,0,0,1
4/16/2020,0,0,0,1
4/16/2020,-0.5267,0.175,0.283,0.541
4/16/2020,0,0,0,1
4/16/2020,-0.5267,0.175,0.283,0.541
4/17/2020,-0.3804,0,0.156,0.844
4/17/2020,0.7096,0.247,0,0.753
4/17/2020,0.1955,0.121,0.094,0.785
4/17/2020,0,0,0,1
4/17/2020,0.3612,0.098,0,0.902
4/17/2020,0.5719,0.139,0,0.861
4/17/2020,0,0,0,1
4/17/2020,0,0,0,1
4/17/2020,0,0,0,1
4/17/2020,0.5719,0.163,0,0.837
4/17/2020,0.128,0.09,0.074,0.836
4/18/2020,0.3182,0.099,0,0.901
4/19/2020,0,0,0,1
4/19/2020,-0.802,0,0.265,0.735
4/19/2020,-0.802,0,0.265,0.735
4/20/2020,0.4939,0.103,0,0.897
4/20/2020,0,0,0,1
4/20/2020,0,0,0,1
4/20/2020,0,0,0,1
4/20/2020,0.4939,0.099,0,0.901
4/20/2020,0.4939,0.099,0,0.901
4/21/2020,0.4404,0.097,0,0.903
4/21/2020,0.3182,0.155,0,0.845
4/21/2020,0.296,0.073,0,0.927
4/21/2020,0,0,0,1
4/21/2020,0.4588,0.174,0,0.826
4/21/2020,0,0,0,1
4/21/2020,0,0,0,1
4/22/2020,0.296,0.121,0,0.879
4/22/2020,0,0,0,1
4/22/2020,0,0,0,1
4/23/2020,0,0,0,1
4/23/2020,0,0,0,1
4/23/2020,0,0,0,1
4/23/2020,-0.128,0.107,0.124,0.769
4/23/2020,0.3612,0.085,0,0.915
4/23/2020,0,0,0,1
4/24/2020,0,0,0,1
4/24/2020,0,0,0,1
4/24/2020,0,0,0,1
4/24/2020,0,0,0,1
4/25/2020,0.4404,0.104,0,0.896
4/25/2020,0,0,0,1
4/27/2020,0,0,0,1
4/27/2020,0,0,0,1
4/27/2020,-0.3612,0,0.091,0.909
4/27/2020,0,0,0,1
4/27/2020,0.3182,0.099,0,0.901
4/27/2020,0,0,0,1
4/28/2020,0,0,0,1
4/28/2020,0,0,0,1
4/28/2020,0,0,0,1
4/29/2020,0.6486,0.21,0.052,0.738
4/29/2020,0,0,0,1
4/30/2020,0,0,0,1
4/30/2020,0.5574,0.13,0,0.87
4/30/2020,0,0,0,1
4/30/2020,0.3182,0.103,0,0.897
5/1/2020,0.3182,0.108,0,0.892
5/1/2020,0,0,0,1
5/1/2020,0.5994,0.182,0,0.818
5/1/2020,0,0,0,1
5/1/2020,0.5267,0.167,0,0.833
5/1/2020,0.3182,0.113,0,0.887
5/2/2020,0,0,0,1
5/3/2020,0.0516,0.095,0.088,0.816
5/4/2020,0,0,0,1
5/4/2020,0.5574,0.126,0,0.874
5/4/2020,0.8885,0.343,0,0.657
5/5/2020,0,0,0,1
5/5/2020,0,0,0,1
5/6/2020,0,0,0,1
5/6/2020,0,0,0,1
5/7/2020,0.4215,0.123,0,0.877
5/7/2020,-0.1531,0,0.062,0.938
5/7/2020,0,0,0,1
5/7/2020,0,0,0,1
5/7/2020,0,0,0,1
5/7/2020,0,0,0,1
5/7/2020,0.4939,0.144,0,0.856
5/8/2020,0.1027,0.057,0,0.943
5/8/2020,-0.5859,0,0.202,0.798
5/8/2020,-0.2023,0,0.073,0.927
5/9/2020,0.4588,0.111,0,0.889
5/10/2020,0,0,0,1
5/10/2020,0,0,0,1
5/10/2020,0,0,0,1
5/10/2020,-0.1779,0,0.072,0.928
5/11/2020,0.6705,0.193,0,0.807
5/11/2020,0.4404,0.108,0,0.892
5/11/2020,0,0,0,1
5/12/2020,0.25,0.083,0,0.917
5/12/2020,0,0,0,1
5/12/2020,0.204,0.061,0,0.939
5/12/2020,0.3612,0.106,0,0.894
5/12/2020,0.7003,0.221,0,0.779
5/12/2020,0.3182,0.119,0,0.881
5/12/2020,0,0,0,1
5/12/2020,0,0,0,1
5/12/2020,0,0,0,1
5/13/2020,0,0,0,1
5/13/2020,0,0,0,1
5/13/2020,0,0,0,1
5/14/2020,-0.1531,0.084,0.105,0.811
5/14/2020,0.25,0.071,0,0.929
5/14/2020,0,0,0,1
5/14/2020,-0.2732,0,0.087,0.913
5/14/2020,-0.4824,0,0.115,0.885
5/14/2020,0,0,0,1
5/15/2020,-0.25,0,0.074,0.926
5/15/2020,0,0,0,1
5/15/2020,-0.6669,0,0.243,0.757
5/16/2020,0.0258,0.078,0.074,0.848
5/16/2020,-0.4767,0,0.14,0.86
5/17/2020,-0.2732,0,0.08,0.92
5/17/2020,0.7579,0.254,0,0.746
5/18/2020,0.4588,0.154,0,0.846
5/18/2020,0.7269,0.196,0,0.804
5/18/2020,0.836,0.24,0,0.76
5/18/2020,0.7269,0.307,0,0.693
5/18/2020,0,0,0,1
5/18/2020,0.6124,0.156,0,0.844
5/18/2020,0.296,0.081,0,0.919
5/18/2020,0.802,0.291,0,0.709
5/18/2020,0,0,0,1
5/18/2020,0.5267,0.159,0,0.841
5/18/2020,0.5574,0.11,0,0.89
5/18/2020,-0.128,0.085,0.127,0.789
5/18/2020,0,0,0,1
5/18/2020,0.3182,0.117,0,0.883
5/18/2020,0.2732,0.068,0,0.932
5/18/2020,0.7572,0.228,0,0.772
5/18/2020,0.7003,0.201,0,0.799
5/18/2020,0.4767,0.119,0,0.881
5/18/2020,0.7269,0.243,0,0.757
5/18/2020,0,0,0,1
5/18/2020,0.7717,0.228,0,0.772
5/18/2020,0.4215,0.097,0,0.903
5/18/2020,0.3182,0.099,0,0.901
5/18/2020,0,0,0,1
5/18/2020,0.802,0.255,0,0.745
5/18/2020,-0.2732,0,0.084,0.916
5/18/2020,0.4019,0.139,0.056,0.805
5/18/2020,0,0,0,1
5/18/2020,0,0,0,1
5/18/2020,0.6705,0.2,0,0.8
5/18/2020,-0.2023,0.068,0.098,0.833
5/18/2020,0.5267,0.14,0.047,0.814
5/18/2020,0.7351,0.255,0,0.745
5/18/2020,0.5859,0.161,0,0.839
5/18/2020,0,0,0,1
5/18/2020,0.6369,0.149,0,0.851
5/18/2020,0.7783,0.245,0,0.755
5/18/2020,0,0,0,1
5/18/2020,0.079,0.103,0.091,0.806
5/18/2020,0,0,0,1
5/18/2020,0.296,0.087,0,0.913
5/18/2020,0.5574,0.146,0,0.854
5/19/2020,0.6705,0.193,0,0.807
5/19/2020,0,0,0,1
5/19/2020,-0.25,0,0.091,0.909
5/19/2020,0,0,0,1
5/19/2020,0,0,0,1
5/19/2020,0,0,0,1
5/19/2020,0,0,0,1
5/19/2020,0.296,0.071,0,0.929
5/19/2020,0.296,0.095,0,0.905
5/19/2020,0.296,0.073,0,0.927
5/19/2020,0.4215,0.109,0,0.891
5/19/2020,0,0,0,1
5/19/2020,0.7845,0.283,0,0.717
5/19/2020,0,0,0,1
5/19/2020,-0.296,0,0.091,0.909
5/19/2020,0.6249,0.197,0.058,0.746
5/19/2020,0.296,0.087,0,0.913
5/19/2020,0,0,0,1
5/19/2020,0,0,0,1
5/19/2020,0.3626,0.121,0.07,0.808
5/19/2020,0,0,0,1
5/19/2020,-0.3818,0,0.126,0.874
5/19/2020,-0.296,0.083,0.128,0.789
5/19/2020,0,0,0,1
5/19/2020,-0.4939,0.036,0.109,0.855
5/19/2020,0.6808,0.183,0,0.817
5/20/2020,-0.0258,0.072,0.075,0.852
5/20/2020,0.5574,0.135,0,0.865
5/20/2020,0.296,0.075,0,0.925
5/20/2020,0.2732,0.084,0,0.916
5/20/2020,0.7269,0.234,0,0.766
5/20/2020,0.7574,0.254,0,0.746
5/20/2020,0,0,0,1
5/20/2020,0,0,0,1
5/20/2020,0,0,0,1
5/20/2020,0.3612,0.102,0,0.898
5/20/2020,0,0,0,1
5/20/2020,0,0,0,1
5/20/2020,0.7125,0.183,0,0.817
5/20/2020,0,0,0,1
5/20/2020,0,0,0,1
5/20/2020,-0.0516,0.083,0.09,0.827
5/20/2020,0,0,0,1
5/20/2020,0.296,0.091,0,0.909
5/20/2020,0,0,0,1
5/20/2020,0,0,0,1
5/21/2020,0,0,0,1
5/21/2020,0.2023,0.079,0,0.921
5/21/2020,0.34,0.103,0,0.897
5/21/2020,0,0,0,1
5/21/2020,0.5574,0.135,0,0.865
5/21/2020,0,0,0,1
5/21/2020,-0.296,0.083,0.128,0.789
5/21/2020,0.5574,0.126,0,0.874
5/21/2020,0,0,0,1
5/21/2020,-0.4588,0,0.097,0.903
5/22/2020,0.296,0.084,0,0.916
5/22/2020,0,0,0,1
5/22/2020,0.5106,0.13,0,0.87
5/22/2020,0.4767,0.196,0.078,0.726
5/22/2020,0.128,0.067,0,0.933
5/22/2020,0,0,0,1
5/22/2020,0.5267,0.116,0,0.884
5/22/2020,0.6124,0.208,0,0.792
5/22/2020,0,0,0,1
5/22/2020,0,0,0,1
5/22/2020,-0.1531,0.075,0.098,0.827
5/23/2020,0,0,0,1
5/23/2020,0,0,0,1
5/24/2020,-0.4588,0,0.143,0.857
5/24/2020,0,0,0,1
5/24/2020,-0.3818,0,0.098,0.902
5/24/2020,0.0951,0.084,0,0.916
5/25/2020,0,0,0,1
5/25/2020,0.6705,0.186,0,0.814
5/25/2020,0,0,0,1
5/26/2020,0,0,0,1
5/26/2020,0.128,0.179,0.125,0.696
5/26/2020,0.743,0.24,0,0.76
5/26/2020,0.296,0.073,0,0.927
5/26/2020,0,0,0,1
5/26/2020,0,0,0,1
5/26/2020,0.7214,0.256,0.059,0.685
5/26/2020,0,0,0,1
5/26/2020,0.296,0.075,0,0.925
5/26/2020,0.3182,0.103,0,0.897
5/26/2020,0.7003,0.234,0,0.766
5/26/2020,0.4939,0.132,0,0.868
5/27/2020,0.2023,0.06,0,0.94
5/27/2020,-0.3818,0.079,0.136,0.786
5/27/2020,0.0772,0.16,0.119,0.721
5/27/2020,0,0,0,1
5/27/2020,-0.3818,0.062,0.115,0.822
5/27/2020,0,0,0,1
5/27/2020,-0.4404,0.188,0.279,0.533
5/27/2020,0.5719,0.134,0,0.866
5/27/2020,0,0,0,1
5/28/2020,0,0.075,0.075,0.85
5/28/2020,0.5267,0.155,0,0.845
5/28/2020,0.5994,0.214,0,0.786
5/29/2020,0.0516,0.044,0,0.956
5/29/2020,0,0,0,1
5/29/2020,0.4648,0.144,0,0.856
5/29/2020,0,0,0,1
5/30/2020,0,0,0,1
5/31/2020,0,0,0,1
